iter	Logloss
402	0.2287159944
403	0.2281349895
404	0.2277141681
405	0.2272804558
406	0.2266865599
407	0.2262213456
408	0.2256664542
409	0.2251590852
410	0.2247149897
411	0.2243374836
412	0.2237625718
413	0.2231170913
414	0.2227210778
415	0.2222819149
416	0.2218342754
417	0.2213621182
418	0.2209935238
419	0.2206308569
420	0.2201113845
421	0.2195687415
422	0.2193159171
423	0.2188832618
424	0.2182857183
425	0.2176663514
426	0.217238525
427	0.2167159231
428	0.2161582752
429	0.2156394246
430	0.2152203856
431	0.2147164363
432	0.2140718263
433	0.2136066948
434	0.2130898545
435	0.2128030826
436	0.2122008966
437	0.2116654245
438	0.2112841051
439	0.2109703699
440	0.2105689886
441	0.2101021577
442	0.2096146018
443	0.2092234173
444	0.2087956116
445	0.2081317895
446	0.2077807078
447	0.207411326
448	0.2069476039
449	0.2064970007
450	0.2062133167
451	0.2057798531
452	0.2054039222
453	0.2050200535
454	0.2044051632
455	0.2039836165
456	0.2036286178
457	0.203246946
458	0.2026953705
459	0.202263337
460	0.2017826203
461	0.2013086808
462	0.200954967
463	0.2004694008
464	0.2001348784
465	0.199691902
466	0.1993764259
467	0.1989276465
468	0.1986322322
469	0.1981641786
470	0.1977420101
471	0.1975008124
472	0.1971733573
473	0.1968534045
474	0.1965535758
475	0.196182453
476	0.1956464214
477	0.1952903657
478	0.1949378747
479	0.1944137392
480	0.1940265753
481	0.1936969854
482	0.1933111686
483	0.192902202
484	0.1926068913
485	0.1921159987
486	0.1918495787
487	0.1916108473
488	0.1911527624
489	0.190685372
490	0.1903795744
491	0.1900608652
492	0.1896699293
493	0.1893393447
494	0.1890952041
495	0.1888747936
496	0.1884861167
497	0.1880095451
498	0.1877472287
499	0.1874308821
500	0.1869845483
501	0.1865932393
502	0.1862142825
503	0.1857841556
504	0.1853602048
505	0.1848903688
506	0.1844624595
507	0.1840432962
508	0.1837511772
509	0.1833418997
510	0.1828426342
511	0.1825735406
512	0.1822928204
513	0.1819814685
514	0.1815983874
515	0.181169732
516	0.1808534891
517	0.180475009
518	0.1801120311
519	0.1797012821
520	0.1794025518
521	0.1790204448
522	0.178777672
523	0.1783706328
524	0.1779487131
525	0.1776563661
526	0.1772710467
527	0.1768982659
528	0.1765769246
529	0.1761590255
530	0.1757493542
531	0.1753252998
532	0.1750740297
533	0.1746166288
534	0.1744057932
535	0.1740645974
536	0.1736866768
537	0.173452764
538	0.1731473913
539	0.1727610149
540	0.1723303492
541	0.1720353287
542	0.1717245779
543	0.1714760643
544	0.1711469926
545	0.1707929472
546	0.1704850357
547	0.170198844
548	0.1699071602
549	0.1695705239
550	0.1693274402
551	0.1690888643
552	0.1687583315
553	0.1684962844
554	0.1681933469
555	0.1678736222
556	0.1675778038
557	0.1673767815
558	0.1670486113
559	0.1666603179
560	0.1661308561
561	0.1657914011
562	0.1653495335
563	0.1650188142
564	0.1646877632
565	0.1643846703
566	0.1639475798
567	0.1636451397
568	0.1633775695
569	0.1631420608
570	0.1629382096
571	0.1626302463
572	0.1621613741
573	0.1618136084
574	0.1614431384
575	0.1611530194
576	0.1608379889
577	0.1605885841
578	0.1602124562
579	0.1598566492
580	0.1596389226
581	0.1593691037
582	0.1589533911
583	0.1586180397
584	0.1583295683
585	0.1580902877
586	0.1577421593
587	0.1573199598
588	0.1570862542
589	0.1568392846
590	0.156545891
591	0.1562352127
592	0.1558420282
593	0.1555297955
594	0.155392741
595	0.1550254627
596	0.1547321313
597	0.1544248312
598	0.1542161407
599	0.1538489039
600	0.1535309201
601	0.1532246562
602	0.153026722
603	0.1527750789
604	0.1524054484
605	0.1520554444
606	0.1516592651
607	0.1513511567
608	0.1511655331
609	0.1509249469
610	0.1506792829
611	0.1503866043
612	0.1500890865
613	0.1498461582
614	0.1495203922
615	0.1491958074
616	0.1489679981
617	0.1487119302
618	0.1484228267
619	0.1482794096
620	0.1479747934
621	0.1477209224
622	0.1474598391
623	0.1471325186
624	0.1467147335
625	0.14651053
626	0.1462859019
627	0.1461247961
628	0.1457894965
629	0.1455539049
630	0.1453662607
631	0.1451300059
632	0.144913129
633	0.1447372773
634	0.1444634067
635	0.1441814533
636	0.1439349189
637	0.1436520329
638	0.1432158543
639	0.1430658052
640	0.1429013108
641	0.1426771491
642	0.1423105858
643	0.1420411193
644	0.1418126778
645	0.1416056557
646	0.1414138043
647	0.1411638296
648	0.1408406437
649	0.1405041317
650	0.1402082926
651	0.1399966799
652	0.1398265275
653	0.1395572682
654	0.1392939362
655	0.1390965719
656	0.1390304384
657	0.1387391069
658	0.1384744175
659	0.1381847233
660	0.1379371112
661	0.1376145471
662	0.1373226354
663	0.1370790439
664	0.1368590998
665	0.1365659341
666	0.1362716908
667	0.1360134779
668	0.1358133157
669	0.1355277562
670	0.1352190261
671	0.135037019
672	0.1347970234
673	0.1345205932
674	0.1343395395
675	0.1340635238
676	0.1337667417
677	0.1335430981
678	0.1333266979
679	0.133101645
680	0.1328219921
681	0.132615229
682	0.1322905613
683	0.1321267819
684	0.1319232727
685	0.1316482933
686	0.1314169089
687	0.1310699826
688	0.1308016455
689	0.1305225521
690	0.1302920382
691	0.1300683221
692	0.1298246581
693	0.1295822377
694	0.1293146571
695	0.129109438
696	0.1288513184
697	0.1284681336
698	0.1282529873
699	0.1280444937
700	0.1277695453
701	0.1274737373
702	0.1272803522
703	0.1270824698
704	0.1267986719
705	0.126587484
706	0.1264247305
707	0.1262433452
708	0.1260623019
709	0.1258087832
710	0.1256045693
711	0.1253651229
712	0.1251599349
713	0.1249792232
714	0.1247350307
715	0.1244914082
716	0.124228325
717	0.1239561641
718	0.123738137
719	0.1235708136
720	0.1233933454
721	0.1231180032
722	0.1228846707
723	0.1227024875
724	0.1225271228
725	0.1223381729
726	0.1221150992
727	0.1219284084
728	0.121681418
729	0.1213767293
730	0.1211718315
731	0.1210074511
732	0.1207770097
733	0.1205082374
734	0.1202609362
735	0.1201313841
736	0.120001428
737	0.1197359198
738	0.1194712925
739	0.1193188601
740	0.1190783256
741	0.1189322661
742	0.1187226637
743	0.1185818476
744	0.1183484011
745	0.1180503755
746	0.1178085042
747	0.1176148497
748	0.1173883461
749	0.1171074289
750	0.116901557
751	0.1167625751
752	0.1165661435
753	0.1162524082
754	0.1160308579
755	0.1158348407
756	0.1155809386
757	0.1153539894
758	0.1150936522
759	0.1149745455
760	0.1147667462
761	0.1145569366
762	0.1143986804
763	0.1142540198
764	0.114089256
765	0.1138906689
766	0.1137189829
767	0.113520085
768	0.1133294046
769	0.1131490452
770	0.1129800431
771	0.112781943
772	0.1125782058
773	0.1124455865
774	0.1121634673
775	0.1119441345
776	0.1117895259
777	0.11160012
778	0.1115523593
779	0.1113253789
780	0.1111693196
781	0.1109946389
782	0.1108703717
783	0.1106881781
784	0.1104793115
785	0.1103341742
786	0.1101876898
787	0.1100297549
788	0.1098417687
789	0.109739584
790	0.109612892
791	0.1094350818
792	0.1092576135
793	0.1090541872
794	0.1088804391
795	0.1086738107
796	0.1085438649
797	0.1084055876
798	0.1081702344
799	0.1080088488
800	0.1078832034
801	0.1076788133
802	0.1075334481
803	0.1074336261
804	0.1071067719
805	0.1069346404
806	0.1068046013
807	0.106552896
808	0.1064056241
809	0.1061443024
810	0.1058888874
811	0.1056574305
812	0.1055597121
813	0.1054479214
814	0.1053320064
815	0.1052087651
816	0.1050341983
817	0.1048560151
818	0.104639646
819	0.1044218468
820	0.1042339124
821	0.1040404237
822	0.1038721574
823	0.1036722854
824	0.1034701958
825	0.1033176804
826	0.1031448338
827	0.1029345372
828	0.102791576
829	0.102597735
830	0.102403179
831	0.1021842607
832	0.1020574443
833	0.101941747
834	0.1017472946
835	0.101637079
836	0.1014671753
837	0.1011998952
838	0.1009452885
839	0.1007222459
840	0.1006026108
841	0.1003707912
842	0.1001742766
843	0.09996422863
844	0.09981627278
845	0.09965265918
846	0.09949950136
847	0.09939820787
848	0.09915978734
849	0.09902043237
850	0.09881391801
851	0.09867462521
852	0.09847988265
853	0.09833769871
854	0.09821942108
855	0.09801313468
856	0.09786873317
857	0.09773394806
858	0.09755156797
859	0.09737507378
860	0.09714197959
861	0.09696886357
862	0.09675475349
863	0.0966353567
864	0.09640572358
865	0.0962307216
866	0.09604833114
867	0.09587515295
868	0.09574567345
869	0.09556924143
870	0.09546055948
871	0.09526259417
872	0.09512769508
873	0.09499884769
874	0.09475385734
875	0.09459982906
876	0.09442467163
877	0.09424701684
878	0.09402765297
879	0.09394839016
880	0.09381785368
881	0.09369234302
882	0.0935572574
883	0.093434327
884	0.09333499203
885	0.09320990622
886	0.09303556743
887	0.09291473026
888	0.09276997642
889	0.09259762723
890	0.09247939105
891	0.0922827936
892	0.09220301267
893	0.09206185462
894	0.09187067676
895	0.09175383952
896	0.0916020599
897	0.0913967165
898	0.09126479144
899	0.09107752024
900	0.09095503543
901	0.09077532886
902	0.0906167929
903	0.09054187198
904	0.09044065103
905	0.09024164948
906	0.0901795159
907	0.09006428484
908	0.08992531328
909	0.08986466154
910	0.0896768204
911	0.08946843042
912	0.0892568177
913	0.08908977411
914	0.08899694679
915	0.08882745765
916	0.08868364681
917	0.08854155613
918	0.08841005594
919	0.08826915696
920	0.08812908697
921	0.0879718774
922	0.08787726773
923	0.08776160145
924	0.08763595607
925	0.08753435171
926	0.08751922245
927	0.08736686253
928	0.08724798387
929	0.08708802824
930	0.0869446008
931	0.08681253067
932	0.08666356966
933	0.08660207855
934	0.08649476963
935	0.08630992326
936	0.08620205476
937	0.08608571491
938	0.08600500654
939	0.08589421582
940	0.08577443044
941	0.0856770177
942	0.08553693736
943	0.08543284599
944	0.08529292108
945	0.08520208854
946	0.08500987961
947	0.0849070991
948	0.08475198794
949	0.08458579408
950	0.08444569819
951	0.08432959668
952	0.08415100927
953	0.0839601371
954	0.08381063205
955	0.0836755827
956	0.08352648698
957	0.08338245852
958	0.08321854959
959	0.08301504553
960	0.08288125004
961	0.08276911737
962	0.08268046096
963	0.08253033934
964	0.08247456834
965	0.08227727142
966	0.08212867309
967	0.08200121946
968	0.08185639827
969	0.08169361885
970	0.08153595333
971	0.08138190433
972	0.08122847708
973	0.08106327802
974	0.08093140477
975	0.08082653104
976	0.08066136307
977	0.08056021465
978	0.08042895798
979	0.08029360812
980	0.08014919624
981	0.08004594942
982	0.07995516869
983	0.07985788031
984	0.07972441124
985	0.07962113333
986	0.07948857617
987	0.07937559895
988	0.07922754466
989	0.07911318405
990	0.07903640825
991	0.07895065852
992	0.07878714336
993	0.07866796937
994	0.07855681596
995	0.07841993763
996	0.07826458295
997	0.07808867942
998	0.07792664092
999	0.07786401512
